no,w,county,country,gender,age,q1,q1a_1,q1a_2,q1a_3,q1a_4,q1a_5,q1a_6,q1a_7,q1a_8,q1a_9,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q4,q5,q6,q6a_1,q6a_2,q6a_3,q6a_4,q7,q8a,q8b,q8c,q8d,q8e,q9,q9a_2,q9a_3,q10,q11,q11a_1,q11a_2,q11a_3,q12,q12a1_1,q12a2_1,q12a1_2,q12a2_2,q12b_2,q12b_3,q12c_1,q12c_2,q12c_3,q12c_4,q121,q121a,q13,q13a_1,q13a_2,q13a,q14,q14a_1_1,q14a_2_1,q14b_1_1,q14b_2_1,q14a_1_2,q14a_2_2,q14b_1_2,q14b_2_2,q15,q15a,q16,q16a,q17,q17a_1,q17a_2,q17a_3,q17a_4,q17b,q18,q18a,q18b_1,q18b_2,q18b_3,q18b_4,q18b_5,q18b_6,q18b_7,q18b_8,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q20,q20a,q20b_1,q20b_2,q20b_3,q20b_4,q20b_5,q20b_6,q20b_7,q20b_8,q20c,q20d,q21,q21a,q22_1,q22_2,q22_3,q23,q23a_1,q23a_2,q23a_3,q23a_4,q23a_5,q23a_6,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25,q25a,q25b,q25ba,q25baa,q25bb
FDI5908,59.56183135,5,9,2,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,2,2,1,0,1,0,1,2,4,2,1,1,4, , ,1,21267,17000,2267,2000,3, , , , , ,1,0,0,1,0,2,1,1,4,0,4,1,6,8,3,0, , , , ,1,1,2, ,1,1,1,1,0,2,1, ,0,0,0,0,0,0,0,0,3,2,3,3,3,2,3,1,3,1,0,1,1,0,0,0,0,3,1,2, ,1,0,0,2,0,1,1,1,0,0,1,0,1,1,0,0,0,1, , , , , 
FAI0255,65.7347685,1,9,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2,3,3,1,2,1, , ,1,19267,17000,2267,0,2, , ,2,12,1, ,0,0,0,0,1, ,1,1,0,1,2, , , , ,7,8.5,3,30,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,2,2,2,2,3,2,1,3,1,0,1,1,0,0,0,0,2,1,2, ,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1, , , , , 
FKI7239,51.85931391,11,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,2,2,1,1,1, , ,2,19268,17000,2268,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,7,7,5,0,1,1,1,2,1,1,0,1,0,1,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,2,2,1,3,1,0,0,1,1,0,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,1, , , , , 
FGI2425,61.98917271,3,9,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,2,1,1,1,2,1, , ,2,19268,17000,2268,0,2, , ,2,12,1, ,0,0,0,0,2,1,1,3.4,0,3.4,2, , , , ,8,6,3,0,2, ,1,2,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,4,3,3,3,3,3,3,1,1,1,0,1,1,0,0,0,0,2,1,2, ,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FOI3581,33.85685503,15,9,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,6,1,0,0,0,0,1,2,1,1,1,2,1, , ,1,19268,17000,2268,0,2, , ,1,1,1, ,0,0,0,0,2,1,1,2,0,2,2, , , , ,8,5,2,0,2, ,3, ,1,1,1,1,0,1,1, ,0,0,0,0,0,0,0,0,4,4,3,3,3,3,3,1,1,1,0,1,0,1,0,0,0,2,2,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FQI3693,19.55394135,17,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,2,1,1,0,0,1,2,3,2,1,2,1, , ,1,23237,17000,2268,3969,3, , , , , ,1,1,1,0,0,1, ,2, , , ,2, , , , ,7,9,6,0,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,3,1,0,1,1,0,0,0,0,2,1,2, ,1,0,0,2,1,1,0,1,0,0,1,1,0,1,0,0,0,1, , , , , 
FEI1980,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,1,2,3,2,1,1,2,1, ,1,20700,17000,1700,2000,2, , ,1,10,1, ,0,0,0,0,2,1,1,2.89,0,2.89,2, , , , ,6,6,5,0,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,0,1,1,0,0,0,0,1,1,1,2,1,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,1, , , , , 
FII6944,62.11330699,9,9,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,0,0,0,1,2,4,1,1,1,1, , ,1,24000,21732,2268,0,3, , , , , ,1,0,0,1,0,2,1,1,5.5,0,5.5,2, , , , ,6,7,3,0,1,2,1,3,1,1,1,1,0,2,1, ,0,0,0,0,0,0,0,0,3,2,3,3,2,3,3,1,1,1,0,1,1,0,0,0,0,2,2,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1, , , , , 
FJI3000,57.96226024,10,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,2,2,2,1,1,2,1, ,3,19835,17000,2835,0,3, , , , , ,1,1,0,1,0,2,1,1,2.82,0,2.82,1,6,8,3,0, , , , ,2, ,3, ,1,1,0,1,0,1,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,2,2,1,1,1,0,1,1,0,0,0,0,1,1,2, ,0,0,1,2,1,0,1,1,0,0,1,0,1,0,1,0,0,1, , , , , 
FDI5772,57.91173586,5,9,2,3,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,2,1,0,0,0,0,1,2,3,1,1,2,1, , ,1,20268,17000,2268,1000,3, , , , , ,1,1,0,1,0,2,1,1,1,0,1,1,6,9,4,0, , , , ,1,1,3, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,2,3,2,2,3,2,1,1,0,0,1,1,1,0,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1, , , , , 
FJI7012,57.41302052,10,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,0,1,0,0,1,2,3,1,1,1,1, , ,1,20835,17000,2835,1000,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,7,8,3,0,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,2,3,2,3,2,2,1,1,1,0,1,1,0,0,0,0,1,1,1,2,1,0,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,2,1,3, , , 
FCI1459,65.23112238,4,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2,2,1,1,1,1, , ,1,19268,17000,2268,0,2, , ,1,12,1, ,0,0,0,0,2,1,1,12,0,12,2, , , , ,8,4,3.5,0,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,1,3,1,0,0,1,0,1,0,0,2,1,2, ,0,0,1,2,1,0,1,1,0,0,1,0,0,1,1,0,0,1, , , , , 
FEI1908,59.85851199,6,9,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,6,2,0,0,1,1,1,2,1,2,1,2,1, , ,1,19268,17000,2268,0,3, , , , , ,1,1,1,0,0,1, ,2, , , ,2, , , , ,6,8,3,0,1,6,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,1,1,1,0,1,0,1,0,0,0,1,4,2, ,0,0,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,1, , , , , 
FCV5696,90.45531663,4,33,2,4,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,6,1,0,0,0,0,1,2,4,1,4,2,1, , ,1,19268,17000,2268,0,2, , ,2,12,1, ,0,0,0,0,2,1,1,3.61,0,3.61,2, , , , ,9.5,12,3.5,0,2, ,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,1,1,1,1,0,0,0,1,0,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FRV3805,48.56621507,18,33,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,5,2,1,0,0,0,1,2,4,1,4,1,1, , ,2,19267,17000,2267,0,3, , , , , ,1,1,1,0,0,1, ,2, , , ,2, , , , ,6,8,3,30,2, ,3, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,3,3,1,1,0,1,0,0,0,1,1,0,1,1,2, ,0,0,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0,1, , , , , 
FJI2975,57.96226024,10,9,2,2,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2,1,1,0,0,1,2,2,1,1,1,1, , ,1,19267,17000,2267,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,1,7,8,3,0, , , , ,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,2,3,3,3,2,3,1,1,1,0,1,1,0,0,0,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1, , , , , 
FEI6130,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,2,0,1,0,0,1,2,3,1,1,1,3, ,1,1,19835,17000,2835,0,3, , , , , ,1,1,0,1,0,2,1,1,1,0,1,2, , , , ,7,7,3.5,0,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,1,1,1,0,1,1,0,0,0,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,1, , , , , 
FBI0707,64.12043243,2,9,2,4,2,1,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,3,1,0,0,0,0,1,2,4,1,1,1,1, , ,1,21600,19500,600,1500,2, , ,1,12,1, ,0,0,0,0,2,1,1,3.47,0,3.47,2, , , , ,7,9,3.5,0,1,2,1,1,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,4,3,3,3,1,3,0,0,1,1,1,0,0,0,2,4,1,2,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1, , , , , 
FAI0236,66.36361794,1,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,2,1,1,2,1, , ,1,19268,17000,2268,0,3, , , , , ,1,0,0,1,0,2,1,1,1,0,1,2, , , , ,9,8,4,30,2, ,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,4,2,1,2,2,2,2,1,3,1,0,0,0,1,0,1,0,2,1,2, ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FGI2523,60.51531862,3,9,2,3,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,0,1,0,0,1,2,3,1,1,1,4, , ,1,19268,17000,2268,0,3, , , , , ,1,1,0,0,0,1, ,2, , , ,2, , , , ,7.5,7.5,3,15,1,2,1,2,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,2,3,1,1,0,0,1,1,1,0,0,0,2,4,2, ,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FEI2082,58.99433596,6,9,2,2,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,3,6,1,0,0,0,0,1,2,2,2,1,2,1, , ,1,19268,17000,2268,0,3, , , , , ,1,1,0,0,0,1, ,1,1,0,1,2, , , , ,6,8,1,30,1,1,2, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,4,3,4,3,2,2,3,1,1,0,0,1,1,1,0,0,0,2,1,2, ,0,0,1,2,1,0,0,0,1,0,1,1,1,0,0,0,0,1, , , , , 
FOI3573,33.36806435,15,9,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,2,2,1,1,1,1, , ,1,19628,17319,2309,0,3, , , , , ,1,1,0,0,0,1, ,2, , , ,2, , , , ,7,5,2,0,1,1,3, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,4,3,1,3,0,0,0,1,0,0,0,0,2,1,2, ,0,0,1,2,0,1,1,1,0,0,1,1,1,0,0,0,0,1, , , , , 
FBI5032,62.34404588,2,9,2,3,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,2,3,1,1,2,1, , ,1,19267,17000,2267,0,3, , , , , ,1,0,0,1,0,2,1,1,4,0,4,2, , , , ,9.5,7.5,3,0,2, ,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,4,3,5,3,3,3,5,1,3,1,0,1,1,0,0,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,1, , , , , 
FAI0135,65.7347685,1,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,3, ,1,2,22670,19835,2835,0,3, , , , , ,1,1,0,1,0,2,1,1,3.31,0,3.31,2, , , , ,7,8,3,0,1,2,1,2,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,2,3,1,3,1,0,1,1,0,0,0,0,2,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
FOV3601,32.47210792,15,33,2,4,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,2,1,1,0,0,1,2,4,1,4,2,1, , ,1,24500,23000,1500,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,6,10,3,30,2, ,3, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,3,5,4,4,5,2,5,1,1,1,0,1,0,1,0,0,0,2,4,2, ,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FCI1275,64.61300426,4,9,2,3,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,3,2,1,0,0,0,1,2,3,1,1,1,2,1, ,1,19835,17000,2835,0,3, , , , , ,1,0,0,1,0,2,1,1,2,0,2,2, , , , ,7,7,4,0,1,1,2, ,1,1,1,1,0,1,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,2,2,1,3,0,0,1,1,1,0,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1, , , , , 
FDI5730,58.46574653,5,9,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,2,2,1,0,0,0,1,2,2,1,1,2,1, , ,1,21536,17000,2268,2268,2, , ,1,12,1, ,0,0,0,0,1, ,1,2.76,0,2.76,2, , , , ,7,8,3,0,2, ,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,3,1,0,1,1,0,0,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FSI7881,54.79464259,19,9,2,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,2,2,2,1,1,2,1, , ,1,21093,18825,2268,0,3, , , , , ,1,0,0,1,0,2,1,1,2,0,2,2, , , , ,7,7,4,0,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,0,0,0,1,0,1,0,2,1,2, ,1,0,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0,1, , , , , 
FNI7591,59.01050541,14,9,2,3,2,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,2,3,1,1,1,1, , ,1,21835,17000,2835,2000,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,7,10,3.5,0,1,1,1,3,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,1,1,1,0,1,1,0,0,0,0,2,1,2, ,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FCI5380,64.61300426,4,9,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,6,2,1,1,1,0,1,2,3,1,1,1,1, , ,1,21835,17000,2835,2000,3, , , , , ,1,0,0,1,0,2,1,1,2,0,2,2, , , , ,7,6,2,0,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,1,2,1,2,3,3,1,3,0,0,1,1,1,0,0,0,2,1,1,2,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,1,0,1, , , , , 
FEI6134,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,0,0,1,2,3,1,1,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,7,7,3.5,0,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,0,1,1,0,0,0,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1, , , , , 
FEI6197,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2,1,1,0,0,1,2,3,1,1,1,1, , ,1,19268,17000,2268,0,2, , ,1,12,1, ,0,0,0,0,2,1,1,2,0,2,2, , , , ,7,9,1,0,1,2,1,3,1,1,1,1,0,1,1, ,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FJI2986,57.41302052,10,9,2,3,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,2,1,2,1,0,0,0,1,2,3,1,1,2,1, , ,1,19835,17000,2835,0,3, , , , , ,1,1,0,1,0,2,1,1,2,0,2,2, , , , ,7,8,3,0,1,1,2, ,1,1,1,1,0,1,1, ,0,0,0,0,0,0,0,0,3,3,2,2,1,1,2,1,1,1,0,1,1,0,0,0,0,1,1,1,2,1,0,0,2,0,1,1,1,0,0,1,1,0,0,1,0,0,1, , , , , 
FNI7590,60.44770968,14,9,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,3,2,1,1,0,0,1,2,1,1,1,1,1, , ,1,19267,17000,2267,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,8,6,3.5,0,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,4,3,3,2,2,3,1,3,1,1,1,0,0,0,0,0,1,1,2, ,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FAP4541,51.69451014,1,24,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2,2,1,0,1,0,1,2,2,3,2,2,1, , ,1,19835,17000,2835,0,3, , , , , ,1,0,0,1,0,2,1,1,1,0,1,2, , , , ,7,8,3.5,0,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,2,2,1,1,1,2,1,1,1,0,1,1,0,0,0,0,2,1,2, ,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FBI4786,62.34404588,2,9,2,3,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,2,1,1,0,0,1,2,3,1,1,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,1,0,1,0,2,1,1,1,0,1,2, , , , ,6,7,2,0,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,3,1,0,1,1,0,0,0,0,2,1,1,1,0,0,1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1, , , , , 
FCI1230,65.23112238,4,9,2,2,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,2,1,2,1,0,0,0,2,2,2,1,1,2,1, , ,1,19835,17000,2835,0,3, , , , , ,1,1,0,1,0,2,1,1,2,0,2,1,6,9,3,30, , , , ,1,2,1,3,1,1,1,1,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,3,1,0,0,1,0,1,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FCI5383,64.61300426,4,9,2,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,2,6,2,1,1,1,0,1,2,3,1,1,1,1, , ,1,19267,17000,2267,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,7,8,3.5,0,1,6,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,1,1,2,1,3,2,1,3,0,0,1,1,1,0,0,0,2,1,2, ,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1, , , , , 
FCI5472,64.61300426,4,9,2,3,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,2,2,1,0,0,0,1,2,3,1,1,1,1, , ,1,17000,17000,0,0,1,4,12, , , , ,0,0,0,0,1, ,1,3.61,0,3.61,2, , , , ,7,8,3.5,0,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,3,3,1,3,0,0,1,1,1,0,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1, , , , , 
FII2811,60.97026871,9,9,2,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2,2,2,1,1,1, , ,1,19267,17000,2267,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,7,7,3,0,1,1,1,3,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,3,2,2,3,3,1,2,1,1,1,0,1,1,0,0,0,0,2,4,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FKP7264,37.06148219,11,24,2,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,2,2,2,2,2,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,0,0,1,0,2,1,1,2,0,2,1,8,8,2,0, , , , ,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,2,2,2,3,1,2,1,3,1,0,0,1,1,0,0,0,2,1,2, ,1,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1, , , , , 
FLI3243,55.43356801,12,9,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,1,0,1,0,2,1,1,2,0,2,2, , , , ,7,8,3,0,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,1,3,2,3,3,1,3,0,0,1,1,0,0,0,0,2,1,2, ,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1, , , , , 
FDI1691,58.46574653,5,9,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,2,1,2,1,0,0,0,1,2,2,3,1,1,1, , ,2,19835,17000,2835,0,3, , , , , ,1,1,0,1,0,2,1,1,2,0,2,2, , , , ,7,8,2,0,1,1,2, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,3,3,4,3,2,3,3,1,3,1,0,1,1,0,0,0,0,2,1,2, ,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
FMI7447,52.17618833,13,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,2,2,1,1,1, , ,1,20835,17000,2835,1000,3, , , , , ,1,1,0,1,0,2,1,1,3,0,3,1,7,6,3,0, , , , ,1,1,1,2,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,0,1,1,0,0,0,0,2,1,1,1,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FTI7951,47.22060713,20,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,3,2,0,1,0,0,1,2,3,1,1,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,0,0,1,0,2,1,1,.2,0,.2,2, , , , ,8,8,1,30,1,1,3, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,0,1,0,0,0,1,0,0,2,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FCI1473,64.61300426,4,9,2,3,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,2,0,1,0,0,1,2,3,1,1,2,1, , ,2,21835,19000,2835,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,1,8.5,9.5,4,0, , , , ,1,2,1,2,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,4,3,4,2,2,3,3,1,3,0,0,1,1,1,0,0,0,2,1,1,1,0,0,1,2,0,0,1,1,0,0,1,0,1,0,1,0,0,1, , , , , 
