no,w,nation,ind,industry,q1,q2,q3,q4,q5_1,q5_2,q5_3,q6,q6_o,q6_1,q7_1$,q7_2,q7_21$,q7_3,q7_3_1,q7_31$,q7_3_1b,q7_3_1bo,q8,q8_11,q8_12,q8_13,q8_14,q8_15,q8_16,q8_1o,q9_1,q9_2,q9_3,q9_4,q9_5,q9_6,q9_o,q10,q10_11,q10_12,q10_13,q10_14,q10_1o,t1,t2,t3,t4,q11,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q11_8,q11_1o,q12,q12_1,q12_2,q12_3,q12_4,q12_5,q12_6,q12_7,q12_8,q12_9,q12_10,q12_11,q12_12,q12_1o,q13_1,q13_2,q13_3,q14_1,q14_2,q14_3,q14_4,q15,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_1o,q16,q16_1,q16_2,q16_3,q16_4,q16_5,q16_1o,q17,q17_1,q17_nt,q18,q19,q19_1,q19_2,q19_3,q19_4,q19_5,q19_6,q19_7,q19_8,q19_1o,q20,q20_1,q20_2,q20_3,q21,q21_1,q21_2,q21_3,q23,q22_1,q22_2,q22_1_a,q22_2_a,q22_2_b,q22_2_c,q24,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q24_8,q24_1o,q25_1,q25_2,q25_3,q25_4,q25_5,q25_6,q25_7,q25_8,q25_9,q25_10,q25_11,q25_12,q25_13,q25_14,q25o
48,112,1,1,3,1,1,2,2,1,3,0,1, ,2,70133.87935,1, ,1,2,70133.87935,1, ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,0,2,3,0, , ,8,8, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,21,8,0,19047,19047,0,0,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,0,0,0,5,6,7,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,2,3,4,0,0,0,0,9,10,11,12,13,0, 
49,107,1,1,3,2,1,3,1,1,3,0,1, ,2,84000,2,57720,1,2,84000,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,0,2,3,0, , ,21.02,21.45, ,2,1,2,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,26,8,34,25117,19047,3570,2500,1, , , , , , , ,2,0,0,3,0,0, ,1,1, ,1,1,0,2,0,0,5,0,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,6,7,8,0,0,0,0,13,0, 
50,113,1,1,3,1,1,2,2,1,3,0,1, ,2,59940,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,42.9,21.02,21.45, ,1, , , , , , , , , ,1,0,2,3,0,0,6,0,0,0,0,0,0, ,20,8,32,27035,21000,5000,1035,1, , , , , , , ,2,0,0,3,0,0, ,2,1, ,1,1,0,0,0,0,5,0,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,5,0,0,8,9,10,11,12,13,0, 
51,113,1,1,3,1,1,1,1,1,3,0,1, ,2,55500,1, ,1,2,8369,1, ,1,0,0,0,0,0,0, ,1,0,3,0,5,0, ,2,1,2,3,0, ,171.6,21.02,21.45, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,26,8,46,23877,19047,4830,0,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,2,0,4,0,0,0,0, ,1,1,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,6,0,8,9,0,0,0,0,0, 
52,111,1,1,3,1,1,1,2,1,3,0,1, ,2,55500,1, ,2, , , , ,1,0,0,0,0,0,0, ,0,0,0,4,0,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,23,8,40,25455,19047,5360,1048,2,1,0,0,0,0,0, ,2,0,0,3,0,0, ,2,2,2000,1,2, , , , , , , , , ,1,0,0,3,2, , , , , , , , , , ,2,1,0,0,0,0,0,7,0, ,0,0,0,0,5,0,0,0,0,0,11,0,13,0, 
53,111,1,1,3,1,1,1,1,1,3,0,1, ,2,41512.30159,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,51.48,2.15,2.15, ,1, , , , , , , , , ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,23,8,16,22084,19047,2000,1037,1, , , , , , , ,1, , , , , , ,2,1, ,1,1,0,0,0,4,0,0,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,8,9,0,0,0,13,0, 
54,111,1,1,3,1,1,2,2,3,6,0,1, ,2,88800,1, ,2, , , , ,1,0,0,0,0,0,0, ,0,0,0,4,0,0, ,2,1,0,0,0, ,336.34, , , ,2,1,2,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,26,8,42,27199,19047,4452,3700,1, , , , , , , ,1, , , , , , ,1,1, ,1,1,0,0,3,4,5,0,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,8,9,0,0,12,0,0, 
55,113,1,1,3,1,1,1,1,1,3,0,1, ,2,81130,1, ,1,2,81130,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,0,2,3,0, , ,21.02,21.45, ,2,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,23,8,2,19273,19047,226,0,2,0,2,0,0,0,0, ,2,0,0,3,0,0, ,1,2,2500,1,1,0,2,3,0,5,0,0,0, ,1,0,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,4,0,6,0,0,9,0,0,0,0,0, 
56,112,1,1,3,1,1,2,1,1,3,0,1, ,2,9999998,1, ,2, , , , ,2,1,0,0,4,0,0, ,0,0,0,4,0,0, ,2,1,0,0,0, ,154.44, , , ,2,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,24,9,40,23937,19047,4640,250,1, , , , , , , ,2,0,0,3,0,0, ,2,1, ,1,1,0,0,0,0,0,0,7,0, ,2, , , , , , , , , , , , , , ,2,0,0,0,0,0,0,7,0, ,0,0,0,0,0,6,0,0,0,0,0,0,13,0, 
57,113,1,1,3,1,1,2,2,2,6,0,1, ,2,77700,1, ,2, , , , ,1,0,0,0,0,0,0, ,0,0,0,0,5,0, ,2,1,0,0,0, ,102.96, , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,40,24361,19121,5240,0,1, , , , , , , ,2,1,0,3,0,0, ,1,2,2500,1,1,0,0,0,0,0,0,7,0, ,1,1,0,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,8,0,0,0,0,0,0, 
58,111,1,1,3,1,1,1,2,1,3,0,1, ,2,83050,1, ,1,2,83050,3, ,2,0,0,0,0,5,0, ,1,0,0,4,5,0, ,2,1,0,0,0, ,343.2, , , ,2,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,22,8,8,19921,19121,800,0,1, , , , , , , ,2,0,0,3,4,0, ,1,2,2800,1,1,0,0,3,0,0,0,0,0, ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,0,10,11,0,13,0, 
59,111,1,1,3,1,1,2,2,1,3,0,1, ,2,9999998,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,1,0,0,0,0,0,0,0,8,0,0,0,0, ,21,9,49.5,26310.5,19121,6187.5,1002,2,0,2,0,0,0,0, ,2,0,2,3,0,0, ,1,2,2500,1,1,0,0,0,0,5,0,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,5,0,0,0,9,0,0,0,13,0, 
60,113,1,1,3,1,1,1,2,1,3,0,1, ,2,55500,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,0,5,0, ,2,0,2,3,0, , ,21.02,21.45, ,2,1,2,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,25,10,46,25094,19047,5000,1047,1, , , , , , , ,2,0,0,3,0,0, ,1,1, ,1,1,0,0,0,4,5,0,7,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,7,8,9,0,11,0,13,0, 
61,111,1,1,3,1,1,3,1,1,3,0,1, ,2,99900,1, ,2, , , , ,1,0,0,0,0,0,0, ,0,0,0,0,5,0, ,2,1,2,3,0, ,171.6,21.02,21.45, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,130,33964,19047,14317,600,1, , , , , , , ,1, , , , , , ,1,2,2500,1,2, , , , , , , , , ,1,1,0,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,2,0,0,0,0,0,0,0,0,0,0,0,0, 
62,112,1,1,3,1,1,1,2,1,3,0,1, ,2,66600,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,2,0,4,5,0, ,2,1,0,0,0, ,102.96, , , ,2,1,0,3,0,0,0,0,0, ,1,0,0,0,0,0,0,7,0,0,10,0,0, ,24,8,8,19959,19047,912,0,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,2,0,0,0,0,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,0,10,0,0,0,0, 
63,113,1,1,3,1,1,1,1,1,3,0,1, ,2,44400,1, ,1,1, ,1, ,1,0,0,0,0,0,0, ,1,0,0,0,5,0, ,2,1,2,3,0, ,171.6,21.02,21.45, ,2,1,0,0,0,0,0,7,0, ,1,1,2,3,0,5,0,0,0,9,10,0,0, ,26,12,40,24961,19121,4840,1000,2,0,2,0,0,0,0, ,2,0,0,3,0,0, ,1,2,2500,3,1,0,0,0,4,0,0,0,0, ,1,1,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,13,0, 
64,66,1,1,4,2,1,2,1,2,2,0,1, ,2,41512.30159,1, ,1,1, ,3, ,2,0,0,0,0,5,0, ,1,2,0,4,5,0, ,2,1,2,3,0, ,154.44,21.02,21.45, ,2,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,7,0,0,10,0,0, ,29,8,5,20702,19047,645,1010,2,0,2,0,0,0,0, ,1, , , , , , ,1,2,2500,1,2, , , , , , , , , ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,4,0,6,0,0,0,0,11,0,13,0, 
65,66,1,1,4,2,1,2,2,1,3,0,1, ,2,41512.30159,1, ,1,1, ,3, ,2,0,0,0,0,5,0, ,0,0,0,0,5,0, ,2,1,0,0,0, ,171.6, , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,21,8,0,20029,19047,0,982,1, , , , , , , ,1, , , , , , ,2,1, ,1,1,0,0,0,0,5,6,0,0, ,1,0,0,3,2, , , , , , , , , , ,2,1,0,0,0,0,0,0,0, ,0,0,0,0,0,6,0,0,0,0,0,0,0,0, 
66,66,1,1,4,2,1,3,2,1,3,0,1, ,2,9999998,1, ,1,1, ,3, ,2,0,0,0,0,5,0, ,0,0,0,4,0,0, ,2,1,0,3,0, ,171.6, ,21.45, ,1, , , , , , , , , ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,20,8,40,24832,19121,4720,991,1, , , , , , , ,1, , , , , , ,1,2,2500,1,2, , , , , , , , , ,1,1,0,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,0,0, 
67,67,1,1,4,2,1,2,1,1,3,0,1, ,2,83690,1, ,1,2,83690,3, ,2,1,0,0,0,5,0, ,1,2,0,0,5,0, ,2,1,2,0,0, ,171.6,21.02, , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,21,8,40,24724,19121,4600,1003,1, , , , , , , ,1, , , , , , ,2,1, ,1,1,0,0,0,0,5,6,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,4,0,6,0,0,0,0,0,0,0,0, 
68,66,1,1,4,2,1,3,1,1,3,0,1, ,2,38684,2,10740,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,0,2,0,0, , ,21.02, , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,22,8,8,21383,19047,1366,970,1, , , , , , , ,2,0,0,3,0,0, ,1,2,2500,1,1,0,0,0,0,5,0,0,0, ,1,0,2,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,5,0,0,8,9,0,0,0,0,0, 
69,41,1,1,5,2,1,3,1,3,6,0,1, ,2,40000,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,1,2,3,0, ,171.6,21.02,21.45, ,2,1,2,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,31,8,40,24997,19121,4880,996,1, , , , , , , ,2,1,0,3,0,0, ,1,2,1000,1,1,0,0,0,0,5,6,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,0,9,0,0,0,0,0, 
70,44,1,1,5,1,1,3,1,1,3,0,1, ,2,114534,1, ,1,2,70133.87935,2, ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,0,0,0, ,171.6, , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,21,8,46,26175,19047,5128,2000,1, , , , , , , ,1, , , , , , ,1,2,2500,3,1,0,0,3,4,5,6,0,0, ,1,0,0,3,1,0,2,0,2, , , , , , ,1, , , , , , , , , ,0,0,0,4,0,0,0,0,9,0,0,12,0,0, 
71,45,1,1,5,1,1,2,1,1,2,11,1, ,2,84000,1, ,1,2,84000,1, ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,171.6,21.02,21.45, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,22,8,40,26476,19200,4120,3156,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,0,0,0,5,0,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,0,0, 
72,45,1,1,5,1,1,3,1,2,3,0,1, ,2,46176,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,1,0,0,0,0,0,0,0,8,0,0,0,0, ,27,8,46,25071,19047,5030,994,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,0,3,0,0,0,7,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,2,3,4,0,6,0,8,9,10,11,12,13,0, 
73,44,1,1,5,1,1,1,1,1,3,0,1, ,2,44400,1, ,1,2,6400,2, ,1,0,0,0,0,0,0, ,1,0,3,0,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,26,8,20,22437,19047,3390,0,2,0,2,0,0,0,0, ,2,0,0,3,0,0, ,1,2,2500,1,1,0,0,0,0,0,6,0,0, ,1,0,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,5,0,0,0,0,0,11,0,13,0, 
74,44,1,1,5,1,1,4,2,3,6,5,1, ,2,70133.87935,1, ,1,2,70133.87935,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,1,2,3,0, ,171.6,21.02,21.45, ,1, , , , , , , , , ,1,0,0,3,0,0,6,7,8,9,0,0,0, ,27,8,50,25704,19200,5500,1004,2,1,2,0,0,0,0, ,2,1,0,3,0,0, ,2,2,2800,1,1,0,2,0,0,0,0,0,0, ,1,1,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,2,3,0,0,0,0,0,0,0,0,0,0,0, 
75,44,1,1,5,1,1,1,2,1,3,0,1, ,2,51060,1, ,1,1, ,3, ,2,0,0,0,0,5,0, ,0,0,3,0,0,0, ,2,1,2,3,0, ,171.6,21.02,21.45, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,8,20025,19121,904,0,2,1,0,0,0,0,0, ,2,0,0,3,0,0, ,1,2,2500,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,6,7,8,0,0,0,0,0,0, 
76,64,1,1,6,1,1,2,1,1,3,0,1, ,2,44400,1, ,1,1, ,1, ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,154.44,51.48,38.61, ,2,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,12,希望自由,21,8,38.5,23881,19800,4081,0,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,2,0,4,0,0,0,0, ,1,0,2,3,2, , , , , , , , , , ,2,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,9,0,0,0,0,0, 
77,61,1,1,6,2,1,3,1,2,3,0,1, ,2,80000,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,0,4,5,0, ,2,1,2,3,0, ,171.6,21.02,21.45, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,25,8,20,21860,19200,2660,0,2,1,0,0,0,0,0, ,1, , , , , , ,1,2,1000,1,2, , , , , , , , , ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,12,13,0, 
78,64,1,1,6,1,1,2,1,1,3,0,1, ,2,86000,2,59940,1,2,86000,3, ,2,0,0,0,4,5,0, ,0,0,3,0,0,0, ,1, , , , , , , , , ,1, , , , , , , , , ,1,0,0,3,0,0,0,0,0,0,0,0,0, ,24,8,40,25395,19121,5280,994,2,0,2,0,0,0,0, ,2,0,0,3,0,0, ,4, , ,3,2, , , , , , , , , ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,0,0, 
79,64,1,1,6,1,1,3,2,3,6,0,1, ,2,88800,1, ,2, , , , ,1,0,0,0,0,0,0, ,0,0,0,0,5,0, ,1, , , , , , , , , ,2,1,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,0,0,0,0,0,0, ,30,8,40,24718,19121,4600,997,2,1,2,0,0,0,0, ,1, , , , , , ,2,2,2800,1,1,0,0,0,0,5,0,0,0, ,1,1,0,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,2,0,0,0,0,0,0,9,0,0,0,0,0, 
80,63,1,1,6,1,1,2,1,1,3,0,1, ,2,99900,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,6,就醫,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,26,8,40,25293,19047,5200,1046,1, , , , , , , ,1, , , , , , ,1,1, ,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,6,7,8,0,0,0,0,0,0, 
81,64,1,1,6,1,1,2,2,1,3,0,1, ,2,83690,2,41512.30159,2, , , , ,1,0,0,0,0,0,0, ,1,2,0,4,0,0, ,2,1,2,3,0, ,429,21.02,21.45, ,2,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,22,8,44,24703,19047,4664,992,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,2,0,0,5,0,0,0, ,1,1,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,2,3,0,0,0,0,0,0,0,11,0,13,0, 
82,64,1,1,6,1,1,2,2,2,6,0,1, ,2,57720,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,0,4,5,0, ,2,1,2,0,0, ,450.45,38.61, , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,26,8,40,24687,19121,4560,1006,1, , , , , , , ,2,1,0,3,0,0, ,1,2,2500,1,2, , , , , , , , , ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,13,0, 
83,64,1,1,6,1,1,1,2,1,3,0,1, ,2,114534,1, ,1,2,70133.87935,1, ,1,0,0,0,0,0,0, ,1,0,3,0,5,0, ,2,0,2,0,0, , ,21.02, , ,2,1,0,3,0,0,0,0,0, ,1,0,2,0,0,0,0,0,8,9,0,0,0, ,24,8,40,24479,19047,4480,952,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,0,3,0,0,0,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,6,0,0,9,0,11,0,13,0, 
84,64,1,1,6,1,1,2,2,1,3,0,1, ,2,84360,2,41512.30159,1,1, ,2, ,2,0,2,0,0,0,0, ,0,0,0,0,5,0, ,2,0,2,3,0, , ,21.02,21.45, ,2,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,24,8,40,23801,19121,4680,0,2,1,2,0,0,0,0, ,2,1,0,3,4,0, ,1,2,3100,1,1,0,2,0,0,0,0,0,0, ,1,0,0,3,1,0,0,3,1, , , , , , ,2,1,2,0,0,5,0,0,0, ,0,2,3,0,0,0,0,8,0,0,0,0,0,0, 
85,114,1,1,7,1,1,2,2,2,6,0,1, ,2,82140,1, ,1,1, ,3, ,2,0,0,0,0,5,0, ,1,0,3,0,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,30,8,40,26547,19047,7000,500,2,0,2,0,0,0,0, ,2,1,0,0,0,0, ,1,2,2500,1,2, , , , , , , , , ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,6,0,0,0,0,0,0,0,0, 
86,114,1,1,7,1,1,2,2,3,6,0,1, ,2,91020,1, ,1,2,70133.87935,2, ,1,0,0,0,0,0,0, ,0,0,3,0,0,0, ,2,1,2,3,0, ,139,17.16,15.44, ,2,1,2,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,24,8,40,24864,19121,4760,983,2,0,0,3,0,0,0, ,1, , , , , , ,1,2,2500,1,2, , , , , , , , , ,1,1,2,3,2, , , , , , , , , , ,2,0,2,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,13,0, 
87,114,1,1,7,1,1,1,1,1,3,0,1, ,2,55500,1, ,1,1, ,3, ,2,1,0,0,4,5,0, ,0,2,3,4,5,0, ,2,0,2,3,0, , ,21.02,21.45, ,2,1,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,0,0,0,0,0,0, ,25,9,50,27565,19047,8018,500,1, , , , , , , ,2,0,0,3,0,0, ,1,2,3000,3,2, , , , , , , , , ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,11,0,0,0, 
88,114,1,1,7,1,1,2,1,1,3,0,1, ,2,30969,1, ,1,1, ,3, ,2,0,0,3,0,5,0, ,0,0,0,0,5,0, ,2,1,0,0,0, ,171.6, , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,40,25110,19121,5000,989,2,1,2,0,0,0,0, ,2,1,0,3,4,0, ,1,1, ,1,1,0,2,0,4,0,0,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,0,0,0,0,0,0,0, 
89,114,1,1,7,1,1,1,2,1,3,0,1, ,2,51060,1, ,1,1, ,3, ,2,0,0,0,0,5,6,醫療費,0,0,0,0,5,0, ,2,1,0,0,0, ,411.84, , , ,2,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,24,8,12,21658,19121,1548,989,2,0,0,0,0,0,6,福利金,1, , , , , , ,1,2,2500,1,1,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,14,商店
90,114,1,1,7,1,1,1,2,1,3,0,1, ,2,44400,1, ,2, , , , ,2,1,0,0,0,0,0, ,1,0,0,0,0,0, ,2,1,2,0,0, ,514.8,34.32, , ,2,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,26,8,40,24982,19121,4880,981,2,1,0,0,0,0,0, ,1, , , , , , ,1,2,2500,1,1,1,0,0,0,0,0,0,0, ,1,1,0,0,1,1,0,0,3,1,0,2, , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,8,0,10,0,0,13,0, 
91,114,1,1,7,1,1,2,2,2,3,0,3,當地選工,1,35000,2,0,1,1, ,1, ,2,0,0,0,4,0,0, ,1,0,0,4,0,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,29,8,30,28483,22255,5228,1000,2,1,2,0,0,0,0, ,2,1,0,3,0,0, ,1,2,2500,1,1,1,2,0,0,5,0,0,0, ,1,1,2,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,8,0,0,0,0,0,0, 
92,114,1,1,7,1,1,2,1,1,3,0,1, ,2,66600,2,53280,1,2,66600,3, ,2,0,0,0,4,5,0, ,0,0,0,0,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,40,25268,19121,5120,1027,2,0,0,0,4,0,0, ,2,1,0,3,4,0, ,1,2,2500,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,8,0,0,0,0,0,0, 
93,113,1,1,7,1,1,2,2,1,3,0,1, ,2,88800,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,0,4,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,26,8,20,22204,19121,2120,963,2,1,2,0,0,0,0, ,2,1,0,3,4,0, ,1,2,2500,1,2, , , , , , , , , ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,6,0,0,0,0,0,0,0,0, 
94,56,1,1,8,1,1,1,2,1,3,0,1, ,2,84000,1, ,1,2,84000,1, ,1,0,0,0,0,0,0, ,1,0,0,4,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,24,8,0,20170,19121,0,1049,1, , , , , , , ,1, , , , , , ,3,1, ,3,1,0,0,0,0,5,0,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,13,0, 
95,54,1,1,8,2,1,2,2,1,3,0,1, ,2,83560,2,77700,1,2,83560,2, ,1,0,0,0,0,0,0, ,1,0,0,0,0,0, ,2,1,2,3,0, ,171.6,21.02,21.45, ,2,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,21,8,5.5,20784,19047,725,1012,2,0,0,0,0,0,6,生活用品,2,0,0,3,0,0, ,1,2,1800,1,2, , , , , , , , , ,1,0,0,3,1,0,0,3,3, , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,0,0,0,0,0,0,0, 
96,56,1,1,8,1,1,2,2,2,5,0,1, ,2,48840,1, ,1,2,8400,3, ,2,1,0,0,0,5,0, ,0,0,3,4,5,0, ,2,0,2,3,0, , ,21.02,21.45, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,61,26803,19047,6741,1015,1, , , , , , , ,2,0,0,3,0,0, ,1,2,3500,1,1,0,0,0,0,5,0,7,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,8,9,0,0,12,0,0, 
97,58,1,1,8,1,1,2,2,1,3,0,1, ,2,57720,1, ,1,1, ,1, ,1,0,0,0,0,0,0, ,0,0,0,0,5,0, ,2,1,2,3,0, ,171.6,21.02,21.45, ,2,0,2,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,25,8,42,25158,19121,5082,955,2,1,0,0,0,0,0, ,2,0,0,3,0,0, ,3,1, ,3,2, , , , , , , , , ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,0,0,0,0,0,0,0, 
