no,w1,w2,w3,t1,t2,t3,s1,s1b_1,s1b_2,s1b_3,s1b_4,s1b_5,s1b_6,s1b_7,s1b_8,s1b_9,s2,s2a_1,s2a_2,s2a_3,s2a_4,s2a_5,s2a_6,s2a_7,s2a_8,s2a_9,s2a_10,s2a_11,s2a_12,s2a_13,s2b,s2bb_1,s2bb_2,s2bb_3,s2bb_4,s2bb_5,s2bb_6,s2bb_7,s2bb_8,s2bb_9,s2bb_10,s2bb_11,s3,s3a,s4,s4b_1,s4b_2,s4b_3,s4b_4,s4b_5,s4b_6,s4b_7,s4b_8,s4b_9,s4b_10,s4b_11,s4b_12,s5,s5a,s5b,s5c_1,s5c_2,s5c_3,s5c_4,s5c_5,s5c_6,s5c_7,s5c_8,s5d,s6,s6a_2_1,s6a_3_1,s6a_4_1,s6a_5_1,s6b,s6s6b,s7a_1_0,s7a_1_1,s7a_2_1,s7a_3_1,s7c,s7b_1_1,s7b_2_1,s7b_1_0,n8,n8a0,n8a,n8b0,n8b,n8c0,n8c,n9,n9a,n10,n11,n11a1,n11b1,n11a2,n11b2,n11a3,n11b3,n12_1,n12_2,n12_3,n12_4,n12_5,n12_6,n13,n14,n14b_1,n14b_2,n14b_3,n14b_4,n15,n15b_1,n15b_2,n15b_3,n15b_4,n15b_5,n15b_6,n15b_7,n16,n16a,n16b_1,n16b_2,n16b_3,n16b_4,n16b_5,n17a_1,n17a_2,n17b_1,n17b_2,n17c_1,n17c_2,n17d_1,n17d_2,n17e_1,n17e_2,n17f_1,n17f_2,n17g_1,n17g_2,n17h_1,n17h_2,n18a,n18b,n18c,n18d,n18e,n18f,n19,n19a,n20_1,n20_2,n20_3,n21,n21a_1,n21a_2,n21a_3,n21a_4,n21a_5,n21a_6,n21a_7,n21a_8,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8
A1410667,8.49056603773585,8.23391812865497,49.4035087719298,1,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , , , ,6,6,0,0,0,23,29,23800,23800,0,0,9,168,0,168,2,1, ,2,3,1, ,1, ,1,1,1, , , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,3,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,2, ,1,0,0,2,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
A1410668,8.49056603773585,8.23391812865497,24.7017543859649,1,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , , , ,3,1,2,0,0,7,10,23800,23800,0,0,9,168,0,168,2,1, ,2,4,1, ,1, ,1,1,1, , , , , ,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
A1410669,8.49056603773585,8.23391812865497,24.7017543859649,1,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1, , , , , , , , , ,3,3,0,0,0,17,20,23800,23800,0,0,9,168,0,168,2,1, ,2,4,1, ,2,1,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,3,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,2,2,3,2,2,1,2,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
A1415120,8.49056603773585,8.23391812865497,32.9356725146199,1,14,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,4,0,4,0,0,17,21,29400,23800,5600,0,9,168,42,210,2,1, ,2,7,1, ,1, ,1,3, , , , ,1, ,0,0,0,0,0,0, ,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,2,3,3,2,2,2, ,0,0,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
A1415122,8.49056603773585,8.23391812865497,8.23391812865497,1,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,1,1,0,0,0,7,8,24657,23800,857,0,9,168,6,174,2,1, ,2,2,1, ,1, ,1,1,1, , , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,2,3,3,3,2,2,2, ,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
A1415123,8.49056603773585,8.23391812865497,16.4678362573099,1,14,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,2,2,0,0,0,14,16,24800,23800,0,1000,9,168,0,168,2,1, ,2,6,1, ,1, ,1,1,2,2000, , , , ,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,2, ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,1,2,0,0,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
A1415125,8.49056603773585,8.23391812865497,65.8713450292398,1,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1, , , , , , , , , ,8,8,0,0,0,17,25,24514,23800,714,0,9,168,5,173,1,1, ,1, ,1, ,1, ,1,1,2,1000, , , , ,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,1,0,0,2, ,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,2, ,1,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
A1415129,8.49056603773585,8.23391812865497,32.9356725146199,1,14,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1, ,1,0,1,1,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,4,4,0,0,0,19,23,23800,23800,0,0,9,168,0,168,2,1, ,2,2,1, ,1, ,1,1,1, , , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,3,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,3,3,3,3,3,2, ,0,0,1,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
A1415131,8.49056603773585,8.23391812865497,8.23391812865497,1,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,1,1,0,0,0,11,12,27942,23800,4142,0,9,168,29,197,2,1, ,2,3,1, ,1, ,2,1,1, , , , , ,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A1415134,8.49056603773585,8.23391812865497,16.4678362573099,1,14,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,1,1,0,1,0,0,1,0,0,0,2, , , , , , , , , , , ,2,2,0,0,0,8,10,24276,23800,476,0,9,168,3.5,171.5,2,1, ,2,3,1, ,1, ,1,1,1, , , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2, ,0,0,1,2,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
A1415135,8.49056603773585,8.23391812865497,32.9356725146199,1,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,1,1,0,0,0,0,0,1,3,1, , , , , , , , , ,4,0,4,0,0,20,24,26657,23800,2857,0,9,168,20,188,2,2,6,2,7,1, ,2,1,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
A1415137,8.49056603773585,8.23391812865497,41.1695906432749,1,14,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1, , , , , , , , , ,5,5,0,0,0,15,20,23800,23800,0,0,9,168,0,168,2,1, ,2,3,1, ,2,1,1,2, , ,1, , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,3,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,2,2,2,3,2,2,1,2,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A1415141,8.49056603773585,8.23391812865497,24.7017543859649,1,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,3,0,3,0,0,8,11,29426,26500,2926,0,9,168,22,190,2,1, ,2,3,1, ,1, ,1,1,2,1800, , , , ,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2, ,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A1415143,8.49056603773585,8.23391812865497,41.1695906432749,1,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1, , , , , , , , , ,5,5,0,0,0,16,21,27800,23800,3000,1000,9,168,21,189,2,2,3,2,3,1, ,1, ,1,2, , ,1, , , ,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,2,1,2,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
A1415144,8.49056603773585,8.23391812865497,16.4678362573099,1,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,2,2,0,0,0,11,13,27027,23800,3227,0,9,168,21.5,189.5,2,2,3,1, ,1, ,1, ,1,1,1, , , , , ,0,1,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,1,0,0,1,2,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,2,2,2,3,2,2,1,2,1,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
A1415147,8.49056603773585,8.23391812865497,32.9356725146199,1,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0, ,4,4,0,0,0,13,17,23800,23800,0,0,9,168,0,168,1,1, ,1, ,1, ,1, ,1,1,1, , , , , ,1,0,0,0,0,0,2,1,1,1,1,0,1,0,1,0,0,1,0,0,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
A1415149,8.49056603773585,8.23391812865497,57.6374269005848,1,14,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1, , , , , , , , , ,7,0,7,0,0,15,22,30299,24300,5999,0,9,168,42,210,2,1, ,2,2,1, ,1, ,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,3,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,2,2,2,3,2,2,2, ,0,0,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
A1415151,8.49056603773585,8.23391812865497,8.23391812865497,1,14,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,1,0,0,2, , , , , , , , , , , ,1,1,0,0,0,9,10,23800,23800,0,0,9,176,0,176,2,2,3,2,7,1, ,3,1,1,3, , , , ,1, ,0,0,0,0,0,0, ,1,1,1,1,0,1,0,0,0,0,1,0,0,2, ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,0,0,1,2,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0
A1415152,8.49056603773585,8.23391812865497,49.4035087719298,1,14,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0, ,6,5,1,0,0,23,29,24593,23800,793,0,9,168,5.6,173.6,2,1, ,2,2,2,1,2,1,1,1,2,2200, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,2,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,3,4,2,3,1,2,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A1415154,8.49056603773585,8.23391812865497,16.4678362573099,1,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,2,0,1,1,0,6,8,28371,23800,4571,0,9,168,32,200,1,1, ,1, ,1, ,1, ,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,2,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A1415158,8.49056603773585,8.23391812865497,32.9356725146199,1,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,4,4,0,0,0,18,22,26657,23800,2857,0,9,168,20,188,1,1, ,1, ,1, ,2,1,1,1,1, , , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,2,2,2,2,2,2,2, ,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A1415161,8.49056603773585,8.23391812865497,49.4035087719298,1,14,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1, , , , , , , , , ,6,0,6,0,0,20,26,23800,23800,0,0,9,168,0,168,1,1, ,1, ,1, ,2,1,1,1,2,1000, , , , ,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,0,0,1,2,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0
A1415164,8.49056603773585,8.23391812865497,32.9356725146199,1,14,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0, ,4,4,0,0,0,21,25,31000,25000,5000,1000,8,176,35,211,2,2,3,2,6,2,3,1, ,1,1,2,2500, , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,3,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,2,2,2,1,1,0,0,1,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
A1415168,8.49056603773585,8.23391812865497,32.9356725146199,1,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1, , , , , , , , , ,4,3,0,1,0,9,13,27942,23800,4142,0,9,168,29,197,2,1, ,2,5,1, ,1, ,1,1,2,2000, , , , ,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,2, ,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,2,3,3,4,3,3,2, ,0,0,1,2,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0
A1420670,6.66666666666667,6.79428571428571,156.268571428571,1,14,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1, , , , , , , , , ,23,15,8,0,0,51,74,29704,23800,5904,0,9,168,40,208,2,1, ,2,5,1, ,2,1,1,2, , ,1, , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,3,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,2,2,4,2,2,1,1,1,1,0,2,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
A1420671,6.66666666666667,6.79428571428571,54.3542857142857,1,14,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1, , , , , , , , , ,8,8,0,0,0,25,33,30200,23800,6400,0,9,168,45,213,2,1, ,2,2,1, ,2,1,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,3,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,3,3,3,2,2,1,1,0,0,1,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
A1420673,6.66666666666667,6.79428571428571,95.1199999999999,1,14,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , , , ,14,14,0,0,0,34,48,26700,23800,2900,0,9,168,20,188,2,1, ,2,3,2,3,1, ,1,1,1, , , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,2,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,3,3,2, ,0,0,1,2,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
A1420674,6.66666666666667,6.79428571428571,101.914285714286,1,14,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,0,1,0,0,0,1,0,2, , , , , , , , , , , ,15,15,0,0,0,57,72,27242,24493,2749,0,9,168,20.05,188.05,2,1, ,2,7,1, ,3,1,1,1,1, , , , , ,0,1,0,0,0,0,3,1,1,1,1,0,1,0,0,0,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,3,3,3,3,3,2, ,1,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
A1420675,6.66666666666667,6.79428571428571,47.56,1,14,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1, , , , , , , , , ,7,0,4,3,0,26,33,26162,23800,2362,0,9,168,16,184,2,1, ,2,3,1, ,1, ,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,3,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,4,2,2,1,2,0,0,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
A1420676,6.66666666666667,6.79428571428571,40.7657142857143,1,14,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,6,6,0,0,0,29,35,25600,24500,1100,0,9,184,8,192,2,2,4,2,3,1, ,2,1,1,2, , ,2,1000, , ,0,1,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,1,0,0,2, ,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A1420677,6.66666666666667,6.79428571428571,40.7657142857143,1,14,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,6,6,0,0,0,31,37,23800,23800,0,0,9,168,0,168,2,1, ,2,4,1, ,1, ,1,1,2,1200, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,1,2,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
A1420679,6.66666666666667,6.79428571428571,67.9428571428571,1,14,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1, , , , , , , , , ,10,10,0,0,0,23,33,25800,23800,2000,0,9,176,14,190,2,2,3,2,2,2,3,2,1,1,2, , ,1, , , ,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,2, ,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,2,2,2,3,2,2,2, ,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
A1420680,6.66666666666667,6.79428571428571,95.1199999999999,1,14,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1, , , , , , , , , ,14,0,8,6,0,30,44,23800,23800,0,0,9,168,0,168,2,1, ,2,6,1, ,2,1,1,1,2,2000, , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,1,2,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
A1425169,6.66666666666667,6.79428571428571,54.3542857142857,1,14,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1, ,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1, , , , , , , , , ,8,3,0,5,0,28,36,30100,23800,5000,1300,9,168,34,202,2,2,2,2,2,2,2,1, ,1,1,2,2000, , , , ,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,2,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,2,3,3,3,2,3,1,2,0,0,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
A1425171,6.66666666666667,6.79428571428571,13.5885714285714,1,14,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,2,2,0,0,0,34,36,23800,23800,0,0,9,168,0,168,2,1, ,2,3,1, ,2,1,2,1,1, , , , , ,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,3,3,3,2,2, ,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
A1425173,6.66666666666667,6.79428571428571,67.9428571428571,1,14,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , , , ,10,3,5,2,0,30,40,23800,23800,0,0,9,168,0,168,1,1, ,1, ,1, ,2,1,1,1,1, , , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
